INSTAL_COD,INSTAL_NOM,INSTAL_N_1,ETAB_CODE,ETAB_NOM,ETAB_NOM_A,RSS_CODE,RSS_NOM,ADRESSE,CASE_POST,CODE_POSTA,MUN_CODE,MUN_NOM,CLSC_CODE,CLSC_NOM,MRC_CODE,MRC_NOM,RLS_CODE,RLS_NOM,RUIS_CODE,RUIS_NOM,STATUT_COD,MD_CONS_CO,MD_FINAN_C,DESIGN_MIN,INSTANCE,DATE_INCOR,DATE_OUVER,LONGITUDE,LATITUDE,CHPSY,CHSGS,CHSLD,CLSC,CPEJ,CRDITED,CRDPA,CRDPM,CRDPV,CRDPL,CRJDA,CRMDA,CRD,DATE_MAJ
"51219616","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE, EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L’AUTISME DE L’AVENUE DU CENTENAIRE","CRDP - TSA DE L’AVENUE DU CENTENAIRE","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","30, avenue du Centenaire, bureau 210"," ","J6S5X4","70052","Salaberry-de-Valleyfield","16321","Valleyfield-Beauharnois","700","Beauharnois-Salaberry","1632","RLS du Suroît","3","RUISSS Université McGill","1","2","1","0","N"," ","1996-10-29",-74.12770080566406,45.25960159301758,"Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Non","2026-03-23"
"51219632","CHSLD DE VAL-D'OR","CHSLD DE VAL-D'OR","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","1212, avenue Brébeuf"," ","J9P2C9","89008","Val-d'Or","08141","Vallée-de-l'Or","890","La Vallée-de-l'Or","0814","RLS de la Vallée-de-l'Or","3","RUISSS Université McGill","1","2","1","0","N"," ","1996-11-12",-77.79879760742188,48.10179901123047,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51219699","CHSLD D'AMOS","CHSLD D'AMOS","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","612, 5e Avenue Ouest"," ","J9T4L3","88057","Amos","08121","Abitibi","880","Abitibi","0812","RLS de l'Abitibi","3","RUISSS Université McGill","1","2","1","0","N"," ","1996-11-19",-78.1250991821289,48.57590103149414,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51219723","CHSLD CHAMPAGNAT","CHSLD CHAMPAGNAT","11045291","Centre intégré de santé et de services sociaux de la Montérégie-Centre","CISSS de la Montérégie-Centre","16","Montérégie","370, 5e Avenue"," ","J2X1V1","56083","Saint-Jean-sur-Richelieu","16122","Saint-Jean-sur-Richelieu - Saint-Luc","560","Le Haut-Richelieu","1612","RLS du Haut-Richelieu - Rouville","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1996-11-19",-73.23310089111328,45.307899475097656,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51219731","CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE","CENTRE MULTI. SSS DU HAUT-SAINT-MAURICE","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","885, boulevard Ducharme"," ","G9X3C1","90012","La Tuque","04111","Haut-Saint-Maurice","900","La Tuque","0411","RLS du Haut-Saint-Maurice","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1996-12-06",-72.78569793701172,47.42850112915039,"Non","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Oui","2026-03-23"
"51219764","FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE CHARLESBOURG","FOYER DE GROUPE POUR JDA DE CHARLESBOURG","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","1085, rue de Sologne"," ","G1H1K8","23027","Québec","03132","Charlesbourg","230","Québec","0313","RLS de Québec-Nord","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-09-18",-71.2499008178711,46.86389923095703,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51219848","CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI","CENTRE MULTI. SSS CHRIST-ROI","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","900, boulevard Wilfrid-Hamel"," ","G1M2R9","23027","Québec","03126","Limoilou-Vanier","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-12-17",-71.2582015991211,46.81079864501953,"Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51219855","CHSLD ET HÔPITAL DE CHARLESBOURG","CHSLD ET HÔPITAL DE CHARLESBOURG","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","7150, boulevard Cloutier"," ","G1H5V5","23027","Québec","03132","Charlesbourg","230","Québec","0313","RLS de Québec-Nord","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-12-17",-71.27429962158203,46.85139846801758,"Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51219871","CLSC D'OTTER LAKE","CLSC D'OTTER LAKE","11045218","Centre intégré de santé et de services sociaux de l'Outaouais","CISSS de l'Outaouais","07","Outaouais","340, avenue Martineau"," ","J0X2P0","84055","Otter Lake","07111","Pontiac","840","Pontiac","0711","RLS du Pontiac","3","RUISSS Université McGill","1","2","1","0","N"," ","1996-10-25",-76.43340301513672,45.84469985961914,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51219889","CHSLD DENIS-MARCOTTE","CHSLD DENIS-MARCOTTE","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","56, 9e rue Sud"," ","G6G5H6","31084","Thetford Mines","12121","Les Appalaches","310","Les Appalaches","1212","RLS de la région de Thetford","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-12-22",-71.28160095214844,46.10369873046875,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51219897","CHSLD MARC-ANDRÉ-JACQUES","CHSLD MARC-ANDRÉ-JACQUES","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","272, rue Principale"," ","G0N1G0","31122","East Broughton","12121","Les Appalaches","310","Les Appalaches","1212","RLS de la région de Thetford","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-12-22",-71.07420349121094,46.21590042114258,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51219913","CHSLD RENÉ-LAVOIE","CHSLD RENÉ-LAVOIE","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","260, avenue Champlain"," ","G0N1E0","31015","Disraeli","12121","Les Appalaches","310","Les Appalaches","1212","RLS de la région de Thetford","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-12-22",-71.35540008544922,45.89899826049805,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51219962","CENTRE D'HÉBERGEMENT DE SAINT-FÉLICIEN","CENTRE D'HÉBERGEMENT DE SAINT-FÉLICIEN","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","1229, boulevard Sacré-Coeur"," ","G8K1A5","91042","Saint-Félicien","02111","Domaine-du-Roy","910","Le Domaine-du-Roy","0211","RLS du Domaine-du-Roy","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-12-20",-72.4480972290039,48.6525993347168,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51219970","CHSLD ET CENTRE DE SERVICES AMBULATOIRES LUCIEN-G. ROLLAND","CHSLD ET CENTRE SERV. AMB. LUCIEN-G. ROLLAND","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","175, rue Durand"," ","J7Z2V4","75017","Saint-Jérôme","15161","La Rivière-du-Nord - Mirabel","750","La Rivière-du-Nord","1516","RLS de la Rivière-du-Nord - Mirabel-Nord","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1996-11-29",-74.002197265625,45.764198303222656,"Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51219988","RÉSIDENCE BOURG-JOLI","RÉSIDENCE BOURG-JOLI","11043163","CHSLD Résidence Bourg-Joli inc.","CHSLD Résidence Bourg-Joli inc.","16","Montérégie","2915, boulevard Laframboise"," ","J2S4Z3","54048","Saint-Hyacinthe","16222","Les Maskoutains","540","Les Maskoutains","1622","RLS de Richelieu-Yamaska","4","RUISSS Université de Sherbrooke","2","1","4","0","N","2010-02-24","1996-12-13",-72.96420288085938,45.63349914550781,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220002","CLSC DE SAINT-PAULIN","CLSC DE SAINT-PAULIN","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","2841, rue Laflèche"," ","J0K3G0","51060","Saint-Paulin","04131","Maskinongé","510","Maskinongé","0413","RLS de Maskinongé","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1997-02-02",-73.01349639892578,46.418399810791016,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220028","CLSC DE SAINT-FABIEN-DE-PANET","CLSC DE SAINT-FABIEN-DE-PANET","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","10, rue Alphonse","Case postale 39","G0R2J0","18015","Saint-Fabien-de-Panet","12151","Montmagny","180","Montmagny","1215","RLS de Montmagny-L'Islet","1","RUISSS Université Laval","1","2","1","0","N"," ","1997-02-11",-70.15239715576172,46.65760040283203,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220036","CHSLD DE SAINT-FABIEN-DE-PANET","CHSLD DE SAINT-FABIEN-DE-PANET","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","19, rue Principale Est"," ","G0R2J0","18015","Saint-Fabien-de-Panet","12151","Montmagny","180","Montmagny","1215","RLS de Montmagny-L'Islet","1","RUISSS Université Laval","1","2","1","0","N"," ","1997-02-11",-70.14600372314453,46.655799865722656,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220044","CLSC ET CHSLD DE MONTMAGNY","CLSC ET CHSLD DE MONTMAGNY","11045333","Centre intégré de santé et de services sociaux de Chaudière-Appalaches","CISSS de Chaudière-Appalaches","12","Chaudière-Appalaches","168, rue Saint-Joseph"," ","G5V1H8","18050","Montmagny","12151","Montmagny","180","Montmagny","1215","RLS de Montmagny-L'Islet","1","RUISSS Université Laval","1","2","1","0","N"," ","1997-02-11",-70.55400085449219,46.982200622558594,"Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220051","HÔPITAL DU CENTRE-DE-LA-MAURICIE","HÔPITAL DU CENTRE-DE-LA-MAURICIE","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","50, 119e Rue"," ","G9P5K1","36033","Shawinigan","04141","Centre-de-la-Mauricie","360","Shawinigan","0414","RLS du Centre-de-la-Mauricie","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1997-02-13",-72.74340057373047,46.52560043334961,"Non","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","2026-03-23"
"51220069","HÔPITAL ET CENTRE D'HÉBERGEMENT EN SANTÉ MENTALE DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC","HÔPITAL ET CHSLD EN SANTÉ MENTALE DE LA MAURICIE-ET-DU-","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","1705, avenue Georges"," ","G9N2N1","36033","Shawinigan","04141","Centre-de-la-Mauricie","360","Shawinigan","0414","RLS du Centre-de-la-Mauricie","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1997-02-13",-72.74710083007812,46.553001403808594,"Non","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220077","CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L’AUTISME DE LA RUE MACDONALD","CRDI-TSA DE LA RUE MACDONALD","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","315, rue MacDonald, bureau 105"," ","J3B8J3","56083","Saint-Jean-sur-Richelieu","16122","Saint-Jean-sur-Richelieu - Saint-Luc","560","Le Haut-Richelieu","1612","RLS du Haut-Richelieu - Rouville","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1997-02-28",-73.26570129394531,45.32600021362305,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220085","CLSC ET CHSLD DE BEDFORD","CLSC ET CHSLD DE BEDFORD","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","34, rue Saint-Joseph"," ","J0J1A0","46035","Bedford","05111","Pommeraie","460","Brome-Missisquoi","0511","RLS de la Pommeraie","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1997-03-05",-72.9834976196289,45.1254997253418,"Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220093","CHSLD DE COWANSVILLE","CHSLD DE COWANSVILLE","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","200, rue Principale"," ","J2K1J2","46080","Cowansville","05111","Pommeraie","460","Brome-Missisquoi","0511","RLS de la Pommeraie","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1997-03-05",-72.74299621582031,45.207801818847656,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220101","CHSLD DE FARNHAM","CHSLD DE FARNHAM","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","800, rue Saint-Paul"," ","J2N2K6","46112","Farnham","05111","Pommeraie","460","Brome-Missisquoi","0511","RLS de la Pommeraie","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1997-03-05",-72.97200012207031,45.28770065307617,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220127","CHSLD DE SUTTON","CHSLD DE SUTTON","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","50, rue Western","case postale 719","J0E2K0","46058","Sutton","05111","Pommeraie","460","Brome-Missisquoi","0511","RLS de la Pommeraie","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1997-03-05",-72.618896484375,45.109901428222656,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220135","CLSC DE FARNHAM","CLSC DE FARNHAM","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","660, rue Saint-Paul"," ","J2N3B9","46112","Farnham","05111","Pommeraie","460","Brome-Missisquoi","0511","RLS de la Pommeraie","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1997-03-05",-72.97329711914062,45.28580093383789,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220143","MISHTA-AN-AUASS","MISHTA-AN-AUASS","16802498","Bande Indienne des Montagnais de Sept-Iles et Maliotenam","Bande Ind. des Montagnais de Sept-Iles et Maliotenam","09","Côte-Nord","1126, avenue de Quen"," ","G4R5P8","97802","Uashat","09141","Sept-Îles","971","Sept-Rivières","0914","RLS de Sept-Îles","1","RUISSS Université Laval","2","0","4","0","N","2010-02-24","1997-03-01",-66.40630340576172,50.2234992980957,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51220168","PAVILLON SAINTE-MARIE","PAVILLON SAINTE-MARIE","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","1991, boulevard du Carmel"," ","G8Z3R9","37067","Trois-Rivières","04151","Trois-Rivières","371","Trois-Rivières","0415","RLS de Trois-Rivières","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1997-03-10",-72.56320190429688,46.354400634765625,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220176","CENTRE D'HÉBERGEMENT DE VALLÉE-DE-LA-LIÈVRE","CENTRE D'HÉBERGEMENT DE VALLÉE-DE-LA-LIÈVRE","11045218","Centre intégré de santé et de services sociaux de l'Outaouais","CISSS de l'Outaouais","07","Outaouais","111, rue Gérard-Gauthier"," ","J8L3C9","81017","Gatineau","07151","Vallée-de-la-Lièvre","810","Gatineau","0715","RLS de la Vallée-de-la-Lièvre et de la Petite-Nation","3","RUISSS Université McGill","1","2","1","0","N"," ","1997-03-21",-75.42279815673828,45.58039855957031,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220200","CENTRE D'HÉBERGEMENT ERNEST-BRISSON","CHSLD ERNEST-BRISSON","11045218","Centre intégré de santé et de services sociaux de l'Outaouais","CISSS de l'Outaouais","07","Outaouais","134, rue Jean-René-Monette"," ","J8P7C3","81017","Gatineau","07143","Gatineau","810","Gatineau","0714","RLS de Grande-Rivière - Hull - Gatineau","3","RUISSS Université McGill","1","2","1","0","N"," ","1997-04-01",-75.64739990234375,45.48160171508789,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51220218","CLSC ET CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINT-TITE","CLSC ET CRD DE SAINT-TITE","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","750, rue du Couvent","case postale 430","G0X3H0","35027","Saint-Tite","04121","Mékinac","350","Mékinac","0412","RLS de la Vallée-de-la-Batiscan","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1997-04-01",-72.55819702148438,46.72869873046875,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"51220234","CENTRE D'HÉBERGEMENT FREDERICK-GEORGE-HERIOT","CENTRE D'HÉBERGEMENT FREDERICK-GEORGE-HERIOT","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","75, rue Saint-Georges"," ","J2C4G6","49058","Drummondville","04171","Drummond","490","Drummond","0417","RLS de Drummond","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1997-03-31",-72.49259948730469,45.888099670410156,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
